sample_id,molecule_id,cx,cy,cz,R11,R12,R13,R21,R22,R23,R31,R32,R33,Fx,Fy,Fz,Mx,My,Mz
0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.017887071864117858,0.04504539207820648,-0.2249845300916649,0.15179597723403354,0.25789173160811657,-0.000631504492857201
0,1,2.4053875885448384,-0.7951515178072733,-5.988362332120603,-0.6143135515028049,-0.768673559711762,0.17821284757294703,-0.6937026470813341,0.6337482429174665,0.3422569240079355,-0.37602592712785127,0.08662634240848485,-0.9225510169787725,-0.01788707186411794,-0.04504539207820654,0.2249845300916649,0.2968489425082456,0.17616899730594862,0.12320606386079216
1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.2546407432550776,0.1514664493699241,-0.29837885934596214,0.002496362540972283,0.15313774123112434,0.008247632418652458
1,1,4.0899889102749745,1.5569735499233393,-5.415086837473643,-0.22723431845904019,0.7278404325590109,-0.6470029901374239,0.5180898871129351,-0.4722072854375601,-0.7131641805720453,-0.8245892513159274,-0.497261082643718,-0.26978506686293025,-0.25464074325507763,-0.15146644936992398,0.29837885934596264,0.35313962190301135,-0.3116732525307182,0.21477956380208682
2,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.05708454819701736,0.09593974381454717,-0.21832811398982763,-0.03092227332605471,0.008900111488042917,-0.00032840878453023123
2,1,-0.909173876508413,2.51872864699289,-6.902096779947191,0.3688634731301744,-0.5656292596296352,0.7375657793316985,0.24475010609997364,-0.706411182040664,-0.6641390121442675,0.8966811717407681,0.4254959254079206,-0.12213146075790848,0.05708454819701728,-0.09593974381454726,0.218328113989828,0.14319839502729126,0.1866047470604281,0.056882986833908175
3,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.02119049428833139,0.049548425139503735,0.010793690312724796,-0.03713247644066618,-0.007295298167803308,-0.0002517959596448002
3,1,-3.7853215054433944,7.831822564682873,3.44566243893803,-0.5168163167613904,0.8287455789007442,0.21466639276249247,0.8119196728016004,0.39497921377373446,0.4298579598011706,0.271454120703541,0.39644947488822946,-0.8770065417167165,0.02119049428833134,-0.049548425139503825,-0.010793690312724834,-0.04906040362365767,-0.0248624040001774,-0.02134473195763454
4,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.007111297865686747,-0.00018381161620196563,-0.03748453665732336,0.006905168020254503,0.018522310181804093,-4.229247938044461e-06
4,1,3.0397437149145476,-0.5225274704399852,-9.232876629217873,0.28971259403161365,0.596745800512561,-0.7483054606443122,0.9507019784420385,-0.08907573740286256,0.297037474390909,0.11060000472815129,-0.7974709791439178,-0.5931337761225319,-0.007111297865686669,0.0001838116162019847,0.03748453665732342,0.010984422124501571,0.029763338661273245,0.003161337528162416
